reporting_period,reporting_date,customer_id,total_revenue
Day,2022-06-10,532,4.99
Day,2022-07-14,248,4.99
Day,2022-07-14,300,4.99
Day,2022-07-14,312,4.99
Day,2022-07-14,570,4.99
Day,2022-07-14,592,4.99
Day,2022-07-14,10,4.99
Day,2022-07-14,102,4.99
Day,2022-07-14,112,4.99
Day,2022-07-14,142,4.99
Day,2022-07-14,258,4.99
Day,2022-07-14,361,4.99
Day,2022-07-14,414,4.99
Day,2022-07-14,446,4.99
Day,2022-07-14,496,4.99
Day,2022-07-14,583,4.99
Day,2022-02-04,71,4.99
Day,2022-02-04,209,4.99
Day,2022-02-04,258,4.99
Day,2022-02-04,275,4.99
Day,2022-02-04,283,4.99
Day,2022-02-04,403,4.99
Day,2022-02-04,473,4.99
Day,2022-02-04,493,4.99
Day,2022-02-04,588,4.99
Day,2022-02-04,32,4.99
Day,2022-02-04,97,4.99
Day,2022-02-04,155,4.99
Day,2022-02-04,166,4.99
Day,2022-02-04,195,4.99
Day,2022-02-04,405,4.99
Day,2022-06-05,92,4.99
Day,2022-06-05,254,4.99
Day,2022-06-05,417,4.99
Day,2022-06-05,466,4.99
Day,2022-06-05,475,4.99
Day,2022-06-05,498,4.99
Day,2022-06-05,575,4.99
Day,2022-06-05,576,4.99
Day,2022-06-05,43,4.99
Day,2022-06-05,174,4.99
Day,2022-06-05,179,4.99
Day,2022-06-05,438,4.99
Day,2022-06-05,509,4.99
Day,2022-06-01,11,4.99
Day,2022-06-01,25,4.99
Day,2022-06-01,81,4.99
Day,2022-06-01,109,4.99
Day,2022-06-01,170,4.99
Day,2022-06-01,188,4.99
Day,2022-06-01,226,4.99
Day,2022-06-01,269,4.99
Day,2022-06-01,316,4.99
Day,2022-06-01,328,4.99
Day,2022-06-01,14,4.99
Day,2022-06-01,19,4.99
Day,2022-06-01,187,4.99
Day,2022-06-01,196,4.99
Day,2022-06-01,204,4.99
Day,2022-06-01,400,4.99
Day,2022-06-01,424,4.99
Day,2022-06-01,451,4.99
Day,2022-06-01,508,4.99
Day,2022-06-01,521,4.99
Day,2022-06-01,597,4.99
Day,2022-02-21,15,4.99
Day,2022-02-21,27,4.99
Day,2022-02-21,62,4.99
Day,2022-02-21,121,4.99
Day,2022-02-21,240,4.99
Day,2022-02-21,280,4.99
Day,2022-02-21,484,4.99
Day,2022-02-21,499,4.99
Day,2022-02-21,578,4.99
Day,2022-02-21,77,4.99
Day,2022-02-21,79,4.99
Day,2022-02-21,87,4.99
Day,2022-02-21,188,4.99
Day,2022-02-21,194,4.99
Day,2022-02-21,266,4.99
Day,2022-02-21,467,4.99
Day,2022-02-21,479,4.99
Day,2022-02-21,528,4.99
Day,2022-02-21,529,4.99
Day,2022-02-21,537,4.99
Day,2022-02-21,571,4.99
Day,2022-02-21,592,4.99
Day,2022-04-23,52,4.99
Day,2022-04-23,261,4.99
Day,2022-04-23,308,4.99
Day,2022-04-23,366,4.99
Day,2022-04-23,379,4.99
Day,2022-04-23,550,4.99
Day,2022-04-23,49,4.99
Day,2022-04-23,63,4.99
Day,2022-04-23,215,4.99
Day,2022-04-23,257,4.99
Day,2022-04-23,408,4.99
Day,2022-04-23,454,4.99
Day,2022-04-23,481,4.99
Day,2022-04-03,127,4.99
Day,2022-04-03,143,4.99
Day,2022-04-03,187,4.99
Day,2022-04-03,235,4.99
Day,2022-04-03,375,4.99
Day,2022-04-03,388,4.99
Day,2022-04-03,450,4.99
Day,2022-04-03,459,4.99
Day,2022-04-03,556,4.99
Day,2022-04-03,4,4.99
Day,2022-04-03,198,4.99
Day,2022-04-03,326,4.99
Day,2022-04-03,343,4.99
Day,2022-04-03,384,4.99
Day,2022-04-03,493,4.99
Day,2022-05-23,1,4.99
Day,2022-05-23,246,4.99
Day,2022-05-23,297,4.99
Day,2022-05-23,324,4.99
Day,2022-05-23,407,4.99
Day,2022-05-23,446,4.99
Day,2022-05-23,466,4.99
Day,2022-05-23,576,4.99
Day,2022-05-23,225,4.99
Day,2022-05-23,261,4.99
Day,2022-05-23,335,4.99
Day,2022-05-23,453,4.99
Day,2022-05-23,487,4.99
Day,2022-05-23,504,4.99
Day,2022-05-23,505,4.99
Day,2022-05-23,517,4.99
Day,2022-05-23,552,4.99
Day,2022-03-31,70,4.99
Day,2022-03-31,71,4.99
Day,2022-03-31,126,4.99
Day,2022-03-31,145,4.99
Day,2022-03-31,153,4.99
Day,2022-03-31,211,4.99
Day,2022-03-31,219,4.99
Day,2022-03-31,254,4.99
Day,2022-03-31,262,4.99
Day,2022-03-31,401,4.99
Day,2022-03-31,425,4.99
Day,2022-03-31,444,4.99
Day,2022-03-31,74,4.99
Day,2022-03-31,197,4.99
Day,2022-03-31,277,4.99
Day,2022-03-31,339,4.99
Day,2022-03-31,378,4.99
Day,2022-03-31,473,4.99
Day,2022-06-18,51,4.99
Day,2022-06-18,98,4.99
Day,2022-06-18,107,4.99
Day,2022-06-18,111,4.99
Day,2022-06-18,178,4.99
Day,2022-06-18,200,4.99
Day,2022-06-18,303,4.99
Day,2022-06-18,342,4.99
Day,2022-06-18,389,4.99
Day,2022-06-18,478,4.99
Day,2022-06-18,594,4.99
Day,2022-06-18,598,4.99
Day,2022-06-18,24,4.99
Day,2022-06-18,89,4.99
Day,2022-06-18,91,4.99
Day,2022-06-18,105,4.99
Day,2022-06-18,115,4.99
Day,2022-06-18,157,4.99
Day,2022-06-18,181,4.99
Day,2022-06-18,188,4.99
Day,2022-06-18,312,4.99
Day,2022-06-18,518,4.99
Day,2022-06-18,538,4.99
Day,2022-06-18,585,4.99
Day,2022-03-18,37,4.99
Day,2022-03-18,95,4.99
Day,2022-03-18,133,4.99
Day,2022-03-18,173,4.99
Day,2022-03-18,242,4.99
Day,2022-03-18,467,4.99
Day,2022-03-18,276,4.99
Day,2022-03-18,314,4.99
Day,2022-03-18,495,4.99
Day,2022-03-18,553,4.99
Day,2022-03-18,566,4.99
Day,2022-07-03,30,4.99
Day,2022-07-03,43,4.99
Day,2022-07-03,176,4.99
Day,2022-07-03,200,4.99
Day,2022-07-03,228,4.99
Day,2022-07-03,280,4.99
Day,2022-07-03,286,4.99
Day,2022-07-03,301,4.99
Day,2022-07-03,321,4.99
Day,2022-07-03,349,4.99
Day,2022-07-03,476,4.99
Day,2022-07-03,481,4.99
Day,2022-07-03,490,4.99
Day,2022-07-03,49,4.99
Day,2022-07-03,91,4.99
Day,2022-07-03,114,4.99
Day,2022-07-03,381,4.99
Day,2022-07-03,401,4.99
Day,2022-07-03,522,4.99
Day,2022-07-03,583,4.99
Day,2022-04-05,73,4.99
Day,2022-04-05,160,4.99
Day,2022-04-05,198,4.99
Day,2022-04-05,266,4.99
Day,2022-04-05,368,4.99
Day,2022-04-05,383,4.99
Day,2022-04-05,97,4.99
Day,2022-04-05,170,4.99
Day,2022-04-05,206,4.99
Day,2022-04-05,212,4.99
Day,2022-04-05,291,4.99
Day,2022-04-05,320,4.99
Day,2022-04-05,335,4.99
Day,2022-04-05,525,4.99
Day,2022-04-05,572,4.99
Day,2022-03-23,50,4.99
Day,2022-03-23,51,4.99
Day,2022-03-23,90,4.99
Day,2022-03-23,520,4.99
Day,2022-03-23,586,4.99
Day,2022-03-23,54,4.99
Day,2022-03-23,95,4.99
Day,2022-03-23,467,4.99
Day,2022-03-23,473,4.99
Day,2022-03-23,521,4.99
Day,2022-03-23,591,4.99
Day,2022-06-11,92,4.99
Day,2022-06-11,116,4.99
Day,2022-06-11,193,4.99
Day,2022-06-11,198,4.99
Day,2022-06-11,257,4.99
Day,2022-06-11,309,4.99
Day,2022-06-11,365,4.99
Day,2022-06-11,368,4.99
Day,2022-06-11,373,4.99
Day,2022-06-11,410,4.99
Day,2022-06-11,489,4.99
Day,2022-06-11,546,4.99
Day,2022-06-11,148,4.99
Day,2022-06-11,297,4.99
Day,2022-06-11,374,4.99
Day,2022-06-11,401,4.99
Day,2022-06-11,426,4.99
Day,2022-06-11,466,4.99
Day,2022-06-11,472,4.99
Day,2022-06-11,496,4.99
Day,2022-06-11,543,4.99
Day,2022-06-11,559,4.99
Day,2022-06-11,581,4.99
Day,2022-06-11,589,4.99
Day,2022-05-30,133,4.99
Day,2022-05-30,138,4.99
Day,2022-05-30,179,4.99
Day,2022-05-30,245,4.99
Day,2022-05-30,307,4.99
Day,2022-05-30,427,4.99
Day,2022-05-30,24,4.99
Day,2022-05-30,123,4.99
Day,2022-05-30,238,4.99
Day,2022-05-30,266,4.99
Day,2022-05-30,273,4.99
Day,2022-05-30,294,4.99
Day,2022-05-30,329,4.99
Day,2022-05-30,497,4.99
Day,2022-05-30,519,4.99
Day,2022-05-30,596,4.99
Day,2022-03-17,146,4.99
Day,2022-03-17,181,4.99
Day,2022-03-17,267,4.99
Day,2022-03-17,279,4.99
Day,2022-03-17,311,4.99
Day,2022-03-17,422,4.99
Day,2022-03-17,536,4.99
Day,2022-03-17,59,4.99
Day,2022-03-17,73,4.99
Day,2022-03-17,123,4.99
Day,2022-03-17,169,4.99
Day,2022-03-17,184,4.99
Day,2022-03-17,399,4.99
Day,2022-03-17,587,4.99
Day,2022-04-19,86,4.99
Day,2022-04-19,241,4.99
Day,2022-04-19,331,4.99
Day,2022-04-19,368,4.99
Day,2022-04-19,375,4.99
Day,2022-04-19,506,4.99
Day,2022-04-19,590,4.99
Day,2022-04-19,598,4.99
Day,2022-04-19,46,4.99
Day,2022-04-19,100,4.99
Day,2022-04-19,124,4.99
Day,2022-04-19,213,4.99
Day,2022-04-19,502,4.99
Day,2022-04-19,515,4.99
Day,2022-04-19,580,4.99
Day,2022-07-09,85,4.99
Day,2022-07-09,97,4.99
Day,2022-07-09,202,4.99
Day,2022-07-09,245,4.99
Day,2022-07-09,324,4.99
Day,2022-07-09,379,4.99
Day,2022-07-09,489,4.99
Day,2022-07-09,532,4.99
Day,2022-07-09,364,4.99
Day,2022-07-09,367,4.99
Day,2022-07-09,396,4.99
Day,2022-07-09,439,4.99
Day,2022-07-09,443,4.99
Day,2022-07-09,470,4.99
Day,2022-07-09,474,4.99
Day,2022-07-09,540,4.99
Day,2022-07-09,558,4.99
Day,2022-03-07,7,4.99
Day,2022-03-07,10,4.99
Day,2022-03-07,94,4.99
Day,2022-03-07,119,4.99
Day,2022-03-07,261,4.99
Day,2022-03-07,351,4.99
Day,2022-03-07,399,4.99
Day,2022-03-07,425,4.99
Day,2022-03-07,469,4.99
Day,2022-03-07,588,4.99
Day,2022-03-07,5,4.99
Day,2022-03-07,91,4.99
Day,2022-03-07,128,4.99
Day,2022-03-07,267,4.99
Day,2022-03-07,420,4.99
Day,2022-03-07,449,4.99
Day,2022-03-07,509,4.99
Day,2022-03-07,531,4.99
Day,2022-03-07,541,4.99
Day,2022-03-07,552,4.99
Day,2022-03-07,559,4.99
Day,2022-03-07,564,4.99
Day,2022-03-07,568,4.99
Day,2022-03-25,54,4.99
Day,2022-03-25,108,4.99
Day,2022-03-25,231,4.99
Day,2022-03-25,339,4.99
Day,2022-03-25,417,4.99
Day,2022-03-25,505,4.99
Day,2022-03-25,572,4.99
Day,2022-03-25,576,4.99
Day,2022-03-25,43,4.99
Day,2022-03-25,47,4.99
Day,2022-03-25,73,4.99
Day,2022-03-25,74,4.99
Day,2022-03-25,262,4.99
Day,2022-03-25,331,4.99
Day,2022-03-25,362,4.99
Day,2022-03-25,383,4.99
Day,2022-03-25,431,4.99
Day,2022-03-25,459,4.99
Day,2022-03-25,485,4.99
Day,2022-03-25,538,4.99
Day,2022-03-25,544,4.99
Day,2022-05-10,21,4.99
Day,2022-05-10,22,4.99
Day,2022-05-10,85,4.99
Day,2022-05-10,117,4.99
Day,2022-05-10,129,4.99
Day,2022-05-10,274,4.99
Day,2022-05-10,276,4.99
Day,2022-05-10,278,4.99
Day,2022-05-10,576,4.99
Day,2022-05-10,583,4.99
Day,2022-05-10,15,4.99
Day,2022-05-10,37,4.99
Day,2022-05-10,44,4.99
Day,2022-05-10,104,4.99
Day,2022-05-10,165,4.99
Day,2022-05-10,260,4.99
Day,2022-05-10,329,4.99
Day,2022-05-10,411,4.99
Day,2022-05-10,472,4.99
Day,2022-05-10,477,4.99
Day,2022-05-10,494,4.99
Day,2022-05-10,516,4.99
Day,2022-02-26,162,4.99
Day,2022-02-26,176,4.99
Day,2022-02-26,368,4.99
Day,2022-02-26,455,4.99
Day,2022-02-26,460,4.99
Day,2022-02-26,473,4.99
Day,2022-02-26,511,4.99
Day,2022-02-26,547,4.99
Day,2022-02-26,593,4.99
Day,2022-02-26,36,4.99
Day,2022-02-26,119,4.99
Day,2022-02-26,157,4.99
Day,2022-02-26,163,4.99
Day,2022-02-26,248,4.99
Day,2022-02-26,259,4.99
Day,2022-02-26,397,4.99
Day,2022-02-26,495,4.99
Day,2022-02-26,496,4.99
Day,2022-02-26,559,4.99
Day,2022-02-26,591,4.99
Day,2022-03-10,9,4.99
Day,2022-03-10,25,4.99
Day,2022-03-10,30,4.99
Day,2022-03-10,81,4.99
Day,2022-03-10,106,4.99
Day,2022-03-10,125,4.99
Day,2022-03-10,352,4.99
Day,2022-03-10,393,4.99
Day,2022-03-10,404,4.99
Day,2022-03-10,421,4.99
Day,2022-03-10,440,4.99
Day,2022-03-10,122,4.99
Day,2022-03-10,129,4.99
Day,2022-03-10,262,4.99
Day,2022-03-10,299,4.99
Day,2022-03-10,320,4.99
Day,2022-03-10,333,4.99
Day,2022-03-10,410,4.99
Day,2022-03-10,473,4.99
Day,2022-03-10,499,4.99
Day,2022-03-10,535,4.99
Day,2022-03-10,551,4.99
Day,2022-06-23,146,4.99
Day,2022-06-23,258,4.99
Day,2022-06-23,276,4.99
Day,2022-06-23,286,4.99
Day,2022-06-23,470,4.99
Day,2022-06-23,491,4.99
Day,2022-06-23,502,4.99
Day,2022-06-23,576,4.99
Day,2022-06-23,99,4.99
Day,2022-06-23,162,4.99
Day,2022-06-23,163,4.99
Day,2022-06-23,306,4.99
Day,2022-06-23,396,4.99
Day,2022-06-23,441,4.99
Day,2022-06-23,484,4.99
Day,2022-06-23,512,4.99
Day,2022-06-23,555,4.99
Day,2022-06-23,594,4.99
Day,2022-05-18,79,4.99
Day,2022-05-18,109,4.99
Day,2022-05-18,122,4.99
Day,2022-05-18,137,4.99
Day,2022-05-18,330,4.99
Day,2022-05-18,360,4.99
Day,2022-05-18,367,4.99
Day,2022-05-18,398,4.99
Day,2022-05-18,474,4.99
Day,2022-05-18,485,4.99
Day,2022-05-18,532,4.99
Day,2022-05-18,575,4.99
Day,2022-05-18,576,4.99
Day,2022-05-18,594,4.99
Day,2022-05-18,105,4.99
Day,2022-05-18,165,4.99
Day,2022-05-18,188,4.99
Day,2022-05-18,225,4.99
Day,2022-05-18,236,4.99
Day,2022-05-18,316,4.99
Day,2022-05-18,343,4.99
Day,2022-05-18,404,4.99
Day,2022-05-18,452,4.99
Day,2022-05-18,537,4.99
Day,2022-05-18,546,4.99
Day,2022-05-18,560,4.99
Day,2022-01-30,36,4.99
Day,2022-01-30,120,4.99
Day,2022-01-30,271,4.99
Day,2022-01-30,306,4.99
Day,2022-01-30,549,4.99
Day,2022-01-30,108,4.99
Day,2022-01-30,239,4.99
Day,2022-01-30,244,4.99
Day,2022-01-30,379,4.99
Day,2022-07-02,34,4.99
Day,2022-07-02,35,4.99
Day,2022-07-02,44,4.99
Day,2022-07-02,182,4.99
Day,2022-07-02,359,4.99
Day,2022-07-02,441,4.99
Day,2022-07-02,464,4.99
Day,2022-07-02,530,4.99
Day,2022-07-02,20,4.99
Day,2022-07-02,114,4.99
Day,2022-07-02,250,4.99
Day,2022-07-02,257,4.99
Day,2022-07-02,287,4.99
Day,2022-07-02,340,4.99
Day,2022-07-02,517,4.99
Day,2022-07-02,538,4.99
Day,2022-07-02,540,4.99
Day,2022-05-29,27,4.99
Day,2022-05-29,266,4.99
Day,2022-05-29,465,4.99
Day,2022-05-29,70,4.99
Day,2022-05-29,76,4.99
Day,2022-05-29,94,4.99
Day,2022-05-29,108,4.99
Day,2022-05-29,197,4.99
Day,2022-05-29,278,4.99
Day,2022-05-29,295,4.99
Day,2022-05-29,303,4.99
Day,2022-05-29,428,4.99
Day,2022-05-29,522,4.99
Day,2022-05-29,536,4.99
Day,2022-05-29,540,4.99
Day,2022-05-29,549,4.99
Day,2022-05-29,587,4.99
Day,2022-04-16,181,4.99
Day,2022-04-16,265,4.99
Day,2022-04-16,421,4.99
Day,2022-04-16,438,4.99
Day,2022-04-16,497,4.99
Day,2022-04-16,71,4.99
Day,2022-04-16,221,4.99
Day,2022-04-16,360,4.99
Day,2022-04-16,437,4.99
Day,2022-04-16,538,4.99
Day,2022-04-16,548,4.99
Day,2022-04-16,554,4.99
Day,2022-06-25,58,4.99
Day,2022-06-25,216,4.99
Day,2022-06-25,250,4.99
Day,2022-06-25,362,4.99
Day,2022-06-25,415,4.99
Day,2022-06-25,418,4.99
Day,2022-06-25,462,4.99
Day,2022-06-25,480,4.99
Day,2022-06-25,511,4.99
Day,2022-06-25,520,4.99
Day,2022-06-25,537,4.99
Day,2022-06-25,590,4.99
Day,2022-06-25,80,4.99
Day,2022-06-25,196,4.99
Day,2022-06-25,197,4.99
Day,2022-06-25,226,4.99
Day,2022-06-25,323,4.99
Day,2022-06-25,338,4.99
Day,2022-06-25,397,4.99
Day,2022-06-25,491,4.99
Day,2022-06-25,518,4.99
Day,2022-06-25,529,4.99
Day,2022-06-25,545,4.99
Day,2022-06-24,8,4.99
Day,2022-06-24,55,4.99
Day,2022-06-24,137,4.99
Day,2022-06-24,199,4.99
Day,2022-06-24,349,4.99
Day,2022-06-24,352,4.99
Day,2022-06-24,513,4.99
Day,2022-06-24,67,4.99
Day,2022-06-24,89,4.99
Day,2022-06-24,108,4.99
Day,2022-06-24,181,4.99
Day,2022-06-24,236,4.99
Day,2022-06-24,407,4.99
Day,2022-06-24,467,4.99
Day,2022-06-24,593,4.99
Day,2022-03-12,24,4.99
Day,2022-03-12,26,4.99
Day,2022-03-12,105,4.99
Day,2022-03-12,252,4.99
Day,2022-03-12,356,4.99
Day,2022-03-12,497,4.99
Day,2022-03-12,510,4.99
Day,2022-03-12,581,4.99
Day,2022-03-12,27,4.99
Day,2022-03-12,118,4.99
Day,2022-03-12,301,4.99
Day,2022-03-12,322,4.99
Day,2022-03-12,345,4.99
Day,2022-03-12,363,4.99
Day,2022-03-12,427,4.99
Day,2022-07-16,52,4.99
Day,2022-07-16,114,4.99
Day,2022-07-16,280,4.99
Day,2022-07-16,284,4.99
Day,2022-07-16,453,4.99
Day,2022-07-16,459,4.99
Day,2022-07-16,571,4.99
Day,2022-07-16,51,4.99
Day,2022-07-16,87,4.99
Day,2022-07-16,99,4.99
Day,2022-07-16,112,4.99
Day,2022-07-16,122,4.99
Day,2022-07-16,186,4.99
Day,2022-07-16,197,4.99
Day,2022-07-16,239,4.99
Day,2022-07-16,281,4.99
Day,2022-07-16,364,4.99
Day,2022-07-16,397,4.99
Day,2022-07-16,435,4.99
Day,2022-07-16,491,4.99
Day,2022-07-16,502,4.99
Day,2022-07-16,540,4.99
Day,2022-07-16,549,4.99
Day,2022-07-16,589,4.99
Day,2022-07-20,120,4.99
Day,2022-07-20,249,4.99
Day,2022-07-20,389,4.99
Day,2022-07-20,406,4.99
Day,2022-07-20,450,4.99
Day,2022-07-20,462,4.99
Day,2022-07-20,490,4.99
Day,2022-07-20,588,4.99
Day,2022-07-20,9,4.99
Day,2022-07-20,18,4.99
Day,2022-07-20,46,4.99
Day,2022-07-20,75,4.99
Day,2022-07-20,94,4.99
Day,2022-07-20,144,4.99
Day,2022-07-20,220,4.99
Day,2022-07-20,230,4.99
Day,2022-07-20,239,4.99
Day,2022-07-20,253,4.99
Day,2022-07-20,261,4.99
Day,2022-07-20,340,4.99
Day,2022-07-20,402,4.99
Day,2022-07-20,407,4.99
Day,2022-07-20,520,4.99
Day,2022-07-20,559,4.99
Day,2022-07-20,591,4.99
Day,2022-02-08,19,4.99
Day,2022-02-08,49,4.99
Day,2022-02-08,237,4.99
Day,2022-02-08,469,4.99
Day,2022-02-08,484,4.99
Day,2022-02-08,491,4.99
Day,2022-02-08,63,4.99
Day,2022-02-08,93,4.99
Day,2022-02-08,130,4.99
Day,2022-02-08,205,4.99
Day,2022-02-08,293,4.99
Day,2022-02-08,482,4.99
Day,2022-02-08,531,4.99
Day,2022-02-08,552,4.99
Day,2022-02-08,577,4.99
Day,2022-02-08,583,4.99
Day,2022-02-06,7,4.99
Day,2022-02-06,18,4.99
Day,2022-02-06,75,4.99
Day,2022-02-06,81,4.99
Day,2022-02-06,280,4.99
Day,2022-02-06,353,4.99
Day,2022-02-06,382,4.99
Day,2022-02-06,516,4.99
Day,2022-02-06,536,4.99
Day,2022-02-06,599,4.99
Day,2022-02-06,41,4.99
Day,2022-02-06,54,4.99
Day,2022-02-06,107,4.99
Day,2022-02-06,299,4.99
Day,2022-02-06,364,4.99
Day,2022-02-06,386,4.99
Day,2022-02-06,397,4.99
Day,2022-02-06,423,4.99
Day,2022-02-06,479,4.99
Day,2022-02-06,515,4.99
Day,2022-02-06,554,4.99
Day,2022-03-22,13,4.99
Day,2022-03-22,115,4.99
Day,2022-03-22,304,4.99
Day,2022-03-22,306,4.99
Day,2022-03-22,376,4.99
Day,2022-03-22,389,4.99
Day,2022-03-22,426,4.99
Day,2022-03-22,10,4.99
Day,2022-03-22,114,4.99
Day,2022-03-22,291,4.99
Day,2022-03-22,321,4.99
Day,2022-03-22,351,4.99
Day,2022-03-22,355,4.99
Day,2022-03-22,436,4.99
Day,2022-03-22,438,4.99
Day,2022-03-22,461,4.99
Day,2022-03-22,551,4.99
Day,2022-02-22,30,4.99
Day,2022-02-22,57,4.99
Day,2022-02-22,73,4.99
Day,2022-02-22,312,4.99
Day,2022-02-22,452,4.99
Day,2022-02-22,568,4.99
Day,2022-02-22,157,4.99
Day,2022-02-22,171,4.99
Day,2022-02-22,211,4.99
Day,2022-02-22,236,4.99
Day,2022-02-22,285,4.99
Day,2022-02-22,463,4.99
Day,2022-02-22,465,4.99
Day,2022-02-22,543,4.99
Day,2022-06-16,88,4.99
Day,2022-06-16,116,4.99
Day,2022-06-16,151,4.99
Day,2022-06-16,241,4.99
Day,2022-06-16,264,4.99
Day,2022-06-16,327,4.99
Day,2022-06-16,328,4.99
Day,2022-06-16,408,4.99
Day,2022-06-16,450,4.99
Day,2022-06-16,499,4.99
Day,2022-06-16,67,4.99
Day,2022-06-16,122,4.99
Day,2022-06-16,219,4.99
Day,2022-06-16,309,4.99
Day,2022-06-16,394,4.99
Day,2022-06-16,487,4.99
Day,2022-06-16,591,4.99
Day,2022-02-18,35,4.99
Day,2022-02-18,43,4.99
Day,2022-02-18,151,4.99
Day,2022-02-18,156,4.99
Day,2022-02-18,167,4.99
Day,2022-02-18,323,4.99
Day,2022-02-18,421,4.99
Day,2022-02-18,534,4.99
Day,2022-02-18,554,4.99
Day,2022-02-18,561,4.99
Day,2022-02-18,105,4.99
Day,2022-02-18,118,4.99
Day,2022-02-18,159,4.99
Day,2022-02-18,163,4.99
Day,2022-02-18,242,4.99
Day,2022-02-18,253,4.99
Day,2022-02-18,333,4.99
Day,2022-02-18,359,4.99
Day,2022-02-18,434,4.99
Day,2022-02-18,471,4.99
Day,2022-02-18,588,4.99
Day,2022-05-22,46,4.99
Day,2022-05-22,50,4.99
Day,2022-05-22,112,4.99
Day,2022-05-22,204,4.99
Day,2022-05-22,299,4.99
Day,2022-05-22,339,4.99
Day,2022-05-22,376,4.99
Day,2022-05-22,410,4.99
Day,2022-05-22,489,4.99
Day,2022-05-22,56,4.99
Day,2022-05-22,83,4.99
Day,2022-05-22,203,4.99
Day,2022-05-22,314,4.99
Day,2022-05-22,322,4.99
Day,2022-05-22,433,4.99
Day,2022-05-22,532,4.99
Day,2022-05-22,564,4.99
Day,2022-05-07,42,4.99
Day,2022-05-07,53,4.99
Day,2022-05-07,131,4.99
Day,2022-05-07,209,4.99
Day,2022-05-07,235,4.99
Day,2022-05-07,239,4.99
Day,2022-05-07,247,4.99
Day,2022-05-07,352,4.99
Day,2022-05-07,524,4.99
Day,2022-05-07,535,4.99
Day,2022-05-07,562,4.99
Day,2022-05-07,574,4.99
Day,2022-05-07,598,4.99
Day,2022-05-07,13,4.99
Day,2022-05-07,166,4.99
Day,2022-05-07,325,4.99
Day,2022-05-07,383,4.99
Day,2022-05-07,486,4.99
Day,2022-05-07,517,4.99
Day,2022-06-30,71,4.99
Day,2022-06-30,88,4.99
Day,2022-06-30,105,4.99
Day,2022-06-30,192,4.99
Day,2022-06-30,296,4.99
Day,2022-06-30,309,4.99
Day,2022-06-30,405,4.99
Day,2022-06-30,470,4.99
Day,2022-06-30,481,4.99
Day,2022-06-30,73,4.99
Day,2022-06-30,82,4.99
Day,2022-06-30,143,4.99
Day,2022-06-30,190,4.99
Day,2022-06-30,210,4.99
Day,2022-06-30,214,4.99
Day,2022-06-30,242,4.99
Day,2022-06-30,314,4.99
Day,2022-06-30,337,4.99
Day,2022-06-30,339,4.99
Day,2022-06-30,381,4.99
Day,2022-06-30,385,4.99
Day,2022-06-30,403,4.99
Day,2022-06-30,408,4.99
Day,2022-06-30,513,4.99
Day,2022-06-30,563,4.99
Day,2022-04-18,36,4.99
Day,2022-04-18,151,4.99
Day,2022-04-18,219,4.99
Day,2022-04-18,293,4.99
Day,2022-04-18,330,4.99
Day,2022-04-18,405,4.99
Day,2022-04-18,462,4.99
Day,2022-04-18,482,4.99
Day,2022-04-18,84,4.99
Day,2022-04-18,122,4.99
Day,2022-04-18,198,4.99
Day,2022-04-18,354,4.99
Day,2022-04-18,438,4.99
Day,2022-04-18,491,4.99
Day,2022-04-18,536,4.99
Day,2022-04-18,579,4.99
Day,2022-04-22,11,4.99
Day,2022-04-22,50,4.99
Day,2022-04-22,91,4.99
Day,2022-04-22,197,4.99
Day,2022-04-22,370,4.99
Day,2022-04-22,401,4.99
Day,2022-04-22,426,4.99
Day,2022-04-22,484,4.99
Day,2022-04-22,502,4.99
Day,2022-04-22,559,4.99
Day,2022-04-22,21,4.99
Day,2022-04-22,57,4.99
Day,2022-04-22,59,4.99
Day,2022-04-22,192,4.99
Day,2022-04-22,282,4.99
Day,2022-04-22,311,4.99
Day,2022-04-22,387,4.99
Day,2022-04-22,400,4.99
Day,2022-04-22,455,4.99
Day,2022-04-22,547,4.99
Day,2022-04-22,553,4.99
Day,2022-07-21,14,4.99
Day,2022-07-21,179,4.99
Day,2022-07-21,227,4.99
Day,2022-07-21,275,4.99
Day,2022-07-21,567,4.99
Day,2022-07-21,73,4.99
Day,2022-07-21,85,4.99
Day,2022-07-21,154,4.99
Day,2022-07-21,244,4.99
Day,2022-07-21,267,4.99
Day,2022-07-21,291,4.99
Day,2022-07-21,303,4.99
Day,2022-07-21,320,4.99
Day,2022-07-21,346,4.99
Day,2022-07-21,449,4.99
Day,2022-07-21,494,4.99
Day,2022-07-21,532,4.99
Day,2022-07-24,197,4.99
Day,2022-07-24,200,4.99
Day,2022-07-24,211,4.99
Day,2022-07-24,568,4.99
Day,2022-07-24,46,4.99
Day,2022-07-24,84,4.99
Day,2022-07-24,97,4.99
Day,2022-07-24,167,4.99
Day,2022-07-24,173,4.99
Day,2022-07-24,286,4.99
Day,2022-07-24,304,4.99
Day,2022-07-24,349,4.99
Day,2022-07-24,350,4.99
Day,2022-07-24,367,4.99
Day,2022-07-24,369,4.99
Day,2022-07-24,376,4.99
Day,2022-07-24,531,4.99
Day,2022-01-27,26,4.99
Day,2022-01-27,107,4.99
Day,2022-01-27,178,4.99
Day,2022-01-27,402,4.99
Day,2022-01-27,489,4.99
Day,2022-01-27,546,4.99
Day,2022-01-27,561,4.99
Day,2022-01-27,573,4.99
Day,2022-01-27,584,4.99
